Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DelayType
2007,4,17,2,16:03:00,15:45:00,16:25:00,16:10:00,WN,67,N332SW,82.0,85.0,68.0,15.0,18.0,PIT,MDW,402,3,11,0,,0,4,0,0,0,11,"Carrier, Late Aircraft"
2007,4,18,3,19:44:00,19:05:00,21:51:00,21:25:00,WN,1645,N759GS,127.0,140.0,117.0,26.0,39.0,MCO,PIT,834,3,7,0,,0,0,0,0,0,26,Late Aircraft
2007,4,18,3,20:28:00,20:00:00,22:45:00,22:15:00,WN,561,N604SW,77.0,75.0,62.0,30.0,28.0,MDW,PIT,402,3,12,0,,0,4,0,2,0,24,"Carrier, NAS, Late Aircraft"
2007,4,18,3,14:43:00,14:35:00,16:10:00,15:45:00,WN,731,N354SW,87.0,70.0,44.0,25.0,8.0,PHL,PIT,267,8,35,0,,0,7,0,17,0,1,"Carrier, NAS, Late Aircraft"
2007,4,18,3,16:27:00,16:20:00,17:46:00,17:30:00,WN,2723,N791SW,79.0,70.0,46.0,16.0,7.0,PHL,PIT,267,3,30,0,,0,0,0,9,0,7,"NAS, Late Aircraft"
2007,4,18,3,19:23:00,18:30:00,20:40:00,19:55:00,WN,471,N302SW,77.0,85.0,50.0,45.0,53.0,PIT,PHL,267,12,15,0,,0,0,0,45,0,0,NAS
2007,4,19,4,18:03:00,17:10:00,18:55:00,18:05:00,WN,484,N241WN,52.0,55.0,35.0,50.0,53.0,BWI,PIT,210,3,14,0,,0,50,0,0,0,0,Carrier
2007,4,19,4,18:06:00,17:35:00,00:56:00,00:40:00,WN,1170,N420WN,230.0,245.0,212.0,16.0,31.0,LAS,PIT,1910,3,15,0,,0,16,0,0,0,0,Carrier
2007,4,19,4,19:10:00,18:30:00,20:17:00,19:55:00,WN,471,N241WN,67.0,85.0,50.0,22.0,40.0,PIT,PHL,267,5,12,0,,0,0,0,0,0,22,Late Aircraft
2007,4,19,4,11:28:00,11:35:00,13:07:00,12:50:00,WN,1834,N364SW,99.0,75.0,50.0,17.0,-7.0,PIT,PHL,267,13,36,0,,0,0,0,17,0,0,NAS
2007,4,20,5,18:13:00,17:10:00,19:07:00,18:05:00,WN,484,N261WN,54.0,55.0,35.0,62.0,63.0,BWI,PIT,210,5,14,0,,0,62,0,0,0,0,Carrier
2007,4,20,5,11:57:00,11:45:00,13:06:00,12:50:00,WN,1917,N207WN,69.0,65.0,42.0,16.0,12.0,PHL,PIT,267,5,22,0,,0,1,0,4,0,11,"Carrier, NAS, Late Aircraft"
2007,4,20,5,19:28:00,18:30:00,20:32:00,19:55:00,WN,471,N261WN,64.0,85.0,46.0,37.0,58.0,PIT,PHL,267,4,14,0,,0,0,0,0,0,37,Late Aircraft
2007,4,21,6,18:05:00,17:10:00,18:59:00,18:05:00,WN,484,N433LV,54.0,55.0,35.0,54.0,55.0,BWI,PIT,210,7,12,0,,0,0,0,0,0,54,Late Aircraft
2007,4,21,6,18:48:00,18:15:00,20:05:00,19:40:00,WN,676,N429WN,77.0,85.0,41.0,25.0,33.0,PHL,PIT,267,7,29,0,,0,0,0,0,0,25,Late Aircraft
2007,4,21,6,19:11:00,18:30:00,20:12:00,19:55:00,WN,471,N433LV,61.0,85.0,45.0,17.0,41.0,PIT,PHL,267,4,12,0,,0,0,0,0,0,17,Late Aircraft
2007,4,22,7,19:37:00,17:35:00,02:48:00,00:40:00,WN,1170,N213WN,251.0,245.0,210.0,128.0,122.0,LAS,PIT,1910,6,35,0,,0,0,0,6,0,122,"NAS, Late Aircraft"
2007,4,22,7,20:22:00,20:00:00,22:36:00,22:15:00,WN,561,N696SW,74.0,75.0,56.0,21.0,22.0,MDW,PIT,402,5,13,0,,0,17,0,0,0,4,"Carrier, Late Aircraft"
2007,4,23,1,17:59:00,17:10:00,18:56:00,18:05:00,WN,484,N269WN,57.0,55.0,37.0,51.0,49.0,BWI,PIT,210,7,13,0,,0,49,0,2,0,0,"Carrier, NAS"
2007,4,23,1,20:11:00,20:00:00,23:07:00,22:15:00,WN,561,N640SW,116.0,75.0,56.0,52.0,11.0,MDW,PIT,402,39,21,0,,0,0,0,41,0,11,"NAS, Late Aircraft"
2007,4,23,1,16:44:00,16:20:00,17:45:00,17:30:00,WN,2723,N416WN,61.0,70.0,44.0,15.0,24.0,PHL,PIT,267,6,11,0,,0,0,0,0,0,15,Late Aircraft
2007,4,23,1,19:10:00,18:30:00,20:33:00,19:55:00,WN,471,N269WN,83.0,85.0,46.0,38.0,40.0,PIT,PHL,267,5,32,0,,0,0,0,0,0,38,Late Aircraft
2007,4,25,3,20:45:00,20:00:00,22:50:00,22:15:00,WN,561,N621SW,65.0,75.0,54.0,35.0,45.0,MDW,PIT,402,3,8,0,,0,5,0,0,0,30,"Carrier, Late Aircraft"
2007,4,25,3,12:40:00,12:10:00,14:54:00,14:25:00,WN,795,N462WN,74.0,75.0,61.0,29.0,30.0,MDW,PIT,402,3,10,0,,0,29,0,0,0,0,Carrier
2007,4,25,3,09:30:00,08:50:00,11:45:00,11:10:00,WN,1834,N357SW,75.0,80.0,61.0,35.0,40.0,MDW,PIT,402,6,8,0,,0,0,0,0,0,35,Late Aircraft
2007,4,25,3,18:13:00,18:15:00,19:55:00,19:40:00,WN,676,N739GB,102.0,85.0,58.0,15.0,-2.0,PHL,PIT,267,3,41,0,,0,0,0,15,0,0,NAS
2007,4,25,3,11:43:00,11:45:00,13:08:00,12:50:00,WN,1917,N402WN,85.0,65.0,50.0,18.0,-2.0,PHL,PIT,267,6,29,0,,0,0,0,18,0,0,NAS
2007,4,25,3,16:28:00,16:20:00,18:02:00,17:30:00,WN,2723,N245WN,94.0,70.0,56.0,32.0,8.0,PHL,PIT,267,3,35,0,,0,0,0,24,0,8,"NAS, Late Aircraft"
2007,4,25,3,17:33:00,17:20:00,19:36:00,17:45:00,WN,629,N712SW,183.0,85.0,85.0,111.0,13.0,PIT,MDW,402,2,96,0,,0,0,0,109,0,2,"NAS, Late Aircraft"
2007,4,25,3,20:14:00,20:05:00,21:15:00,20:30:00,WN,676,N739GB,121.0,85.0,99.0,45.0,9.0,PIT,MDW,402,3,19,0,,0,0,0,36,0,9,"NAS, Late Aircraft"
2007,4,25,3,12:02:00,11:35:00,13:12:00,12:50:00,WN,1834,N357SW,70.0,75.0,47.0,22.0,27.0,PIT,PHL,267,9,14,0,,0,0,0,0,0,22,Late Aircraft
2007,4,26,4,20:53:00,19:05:00,22:53:00,21:25:00,WN,1645,N604SW,120.0,140.0,111.0,88.0,108.0,MCO,PIT,834,3,6,0,,0,0,0,0,0,88,Late Aircraft
2007,4,26,4,20:34:00,20:00:00,22:52:00,22:15:00,WN,561,N385SW,78.0,75.0,63.0,37.0,34.0,MDW,PIT,402,4,11,0,,0,0,10,3,0,24,"Weather, NAS, Late Aircraft"
2007,4,26,4,15:35:00,14:40:00,17:49:00,16:55:00,WN,848,N739GB,74.0,75.0,59.0,54.0,55.0,MDW,PIT,402,2,13,0,,0,0,1,0,0,53,"Weather, Late Aircraft"
2007,4,26,4,18:32:00,18:15:00,20:39:00,19:40:00,WN,676,N799SW,127.0,85.0,50.0,59.0,17.0,PHL,PIT,267,3,74,0,,0,0,0,44,0,15,"NAS, Late Aircraft"
2007,4,26,4,14:34:00,14:35:00,16:06:00,15:45:00,WN,731,N499WN,92.0,70.0,54.0,21.0,-1.0,PHL,PIT,267,3,35,0,,0,0,0,21,0,0,NAS
2007,4,26,4,10:03:00,09:35:00,11:59:00,11:00:00,WN,1137,N241WN,116.0,85.0,51.0,59.0,28.0,PHL,PIT,267,7,58,0,,0,0,0,31,0,28,"NAS, Late Aircraft"
2007,4,26,4,11:43:00,11:45:00,13:05:00,12:50:00,WN,1917,N216WR,82.0,65.0,51.0,15.0,-2.0,PHL,PIT,267,6,25,0,,0,0,0,15,0,0,NAS
2007,4,26,4,21:05:00,20:30:00,22:43:00,21:45:00,WN,2570,N245WN,98.0,75.0,58.0,58.0,35.0,PHL,PIT,267,4,36,0,,0,0,0,23,0,35,"NAS, Late Aircraft"
2007,4,26,4,16:24:00,16:20:00,18:16:00,17:30:00,WN,2723,N757LV,112.0,70.0,51.0,46.0,4.0,PHL,PIT,267,2,59,0,,0,0,0,46,0,0,NAS
2007,4,26,4,18:03:00,17:45:00,19:18:00,18:45:00,WN,856,N637SW,75.0,60.0,59.0,33.0,18.0,PIT,BWI,210,3,13,0,,0,18,0,15,0,0,"Carrier, NAS"
2007,4,26,4,19:45:00,19:30:00,21:59:00,21:40:00,WN,1049,N249WN,134.0,130.0,117.0,19.0,15.0,PIT,MCO,834,7,10,0,,0,3,0,4,0,12,"Carrier, NAS, Late Aircraft"
2007,4,26,4,17:49:00,15:45:00,18:38:00,16:10:00,WN,67,N344SW,109.0,85.0,93.0,148.0,124.0,PIT,MDW,402,5,11,0,,0,0,124,24,0,0,"Weather, NAS"
2007,4,26,4,20:11:00,17:20:00,20:53:00,17:45:00,WN,629,N739GB,102.0,85.0,86.0,188.0,171.0,PIT,MDW,402,6,10,0,,0,0,0,134,0,54,"NAS, Late Aircraft"
2007,4,26,4,20:57:00,20:05:00,21:57:00,20:30:00,WN,676,N799SW,120.0,85.0,94.0,87.0,52.0,PIT,MDW,402,6,20,0,,0,0,0,35,0,52,"NAS, Late Aircraft"
2007,4,26,4,12:21:00,11:25:00,12:41:00,11:45:00,WN,1137,N241WN,80.0,80.0,68.0,56.0,56.0,PIT,MDW,402,2,10,0,,0,0,0,0,0,56,Late Aircraft
2007,4,26,4,19:06:00,18:30:00,20:27:00,19:55:00,WN,471,N447WN,81.0,85.0,57.0,32.0,36.0,PIT,PHL,267,8,16,0,,0,0,0,29,0,3,"NAS, Late Aircraft"
2007,4,26,4,17:13:00,17:05:00,18:47:00,18:20:00,WN,2216,N220WN,94.0,75.0,44.0,27.0,8.0,PIT,PHL,267,33,17,0,,0,8,0,19,0,0,"Carrier, NAS"
2007,4,27,5,18:14:00,17:10:00,19:03:00,18:05:00,WN,484,N495WN,49.0,55.0,36.0,58.0,64.0,BWI,PIT,210,5,8,0,,0,58,0,0,0,0,Carrier
2007,4,27,5,08:55:00,08:15:00,09:50:00,09:10:00,WN,869,N200WN,55.0,55.0,35.0,40.0,40.0,BWI,PIT,210,5,15,0,,0,0,0,0,0,40,Late Aircraft
2007,4,27,5,09:38:00,09:35:00,16:59:00,16:40:00,WN,2216,N784SW,261.0,245.0,236.0,19.0,3.0,LAS,PIT,1910,7,18,0,,0,0,0,19,0,0,NAS
2007,4,27,5,15:08:00,15:00:00,17:36:00,17:20:00,WN,1644,N619SW,148.0,140.0,114.0,16.0,8.0,MCO,PIT,834,10,24,0,,0,1,0,8,0,7,"Carrier, NAS, Late Aircraft"
2007,4,27,5,21:00:00,20:00:00,23:11:00,22:15:00,WN,561,N304SW,71.0,75.0,59.0,56.0,60.0,MDW,PIT,402,5,7,0,,0,0,0,7,0,49,"NAS, Late Aircraft"
2007,4,27,5,06:49:00,06:30:00,09:04:00,08:45:00,WN,1833,N734SA,75.0,75.0,56.0,19.0,19.0,MDW,PIT,402,9,10,0,,0,19,0,0,0,0,Carrier
2007,4,27,5,09:04:00,08:50:00,11:25:00,11:10:00,WN,1834,N303SW,81.0,80.0,69.0,15.0,14.0,MDW,PIT,402,5,7,0,,0,6,0,1,0,8,"Carrier, NAS, Late Aircraft"
2007,4,27,5,20:36:00,18:15:00,21:39:00,19:40:00,WN,676,N440LV,63.0,85.0,47.0,119.0,141.0,PHL,PIT,267,6,10,0,,0,8,0,0,0,111,"Carrier, Late Aircraft"
2007,4,27,5,15:25:00,14:35:00,16:32:00,15:45:00,WN,731,N731SA,67.0,70.0,48.0,47.0,50.0,PHL,PIT,267,5,14,0,,0,32,0,0,0,15,"Carrier, Late Aircraft"
2007,4,27,5,10:35:00,09:35:00,12:06:00,11:00:00,WN,1137,N740SW,91.0,85.0,47.0,66.0,60.0,PHL,PIT,267,6,38,0,,0,0,0,6,0,60,"NAS, Late Aircraft"
2007,4,27,5,12:30:00,11:45:00,14:05:00,12:50:00,WN,1917,N796SW,95.0,65.0,48.0,75.0,45.0,PHL,PIT,267,6,41,0,,0,0,0,30,0,45,"NAS, Late Aircraft"
2007,4,27,5,23:03:00,20:30:00,00:10:00,21:45:00,WN,2570,N482WN,67.0,75.0,49.0,145.0,153.0,PHL,PIT,267,6,12,0,,0,0,0,0,0,145,Late Aircraft
2007,4,27,5,19:00:00,16:20:00,20:18:00,17:30:00,WN,2723,N779SW,78.0,70.0,47.0,168.0,160.0,PHL,PIT,267,5,26,0,,0,0,0,18,0,150,"NAS, Late Aircraft"
2007,4,27,5,13:44:00,13:30:00,20:45:00,20:20:00,WN,835,N212WN,241.0,230.0,220.0,25.0,14.0,PHX,PIT,1813,8,13,0,,0,10,0,11,0,4,"Carrier, NAS, Late Aircraft"
2007,4,27,5,18:02:00,17:45:00,19:05:00,18:45:00,WN,856,N619SW,63.0,60.0,48.0,20.0,17.0,PIT,BWI,210,3,12,0,,0,1,0,3,0,16,"Carrier, NAS, Late Aircraft"
2007,4,27,5,14:23:00,13:25:00,15:26:00,14:25:00,WN,2520,N242WN,63.0,60.0,47.0,61.0,58.0,PIT,BWI,210,2,14,0,,0,0,0,3,0,58,"NAS, Late Aircraft"
2007,4,27,5,22:03:00,20:05:00,22:24:00,20:30:00,WN,676,N440LV,81.0,85.0,62.0,114.0,118.0,PIT,MDW,402,4,15,0,,0,0,0,0,0,114,Late Aircraft
2007,4,27,5,10:10:00,09:35:00,10:38:00,10:00:00,WN,869,N200WN,88.0,85.0,64.0,38.0,35.0,PIT,MDW,402,5,19,0,,0,0,0,3,0,35,"NAS, Late Aircraft"
2007,4,27,5,12:31:00,11:25:00,12:52:00,11:45:00,WN,1137,N740SW,81.0,80.0,64.0,67.0,66.0,PIT,MDW,402,4,13,0,,0,0,0,1,0,66,"NAS, Late Aircraft"
2007,4,27,5,19:51:00,18:30:00,20:48:00,19:55:00,WN,471,N495WN,57.0,85.0,41.0,53.0,81.0,PIT,PHL,267,8,8,0,,0,0,15,0,0,38,"Weather, Late Aircraft"
2007,4,27,5,17:32:00,14:55:00,18:29:00,16:05:00,WN,795,N480WN,57.0,70.0,41.0,144.0,157.0,PIT,PHL,267,10,6,0,,0,0,136,0,0,8,"Weather, Late Aircraft"
2007,4,27,5,21:21:00,20:45:00,22:37:00,21:55:00,WN,835,N212WN,76.0,70.0,52.0,42.0,36.0,PIT,PHL,267,9,15,0,,0,0,0,17,0,25,"NAS, Late Aircraft"
2007,4,27,5,09:33:00,09:10:00,10:54:00,10:25:00,WN,1833,N734SA,81.0,75.0,54.0,29.0,23.0,PIT,PHL,267,8,19,0,,0,0,0,10,0,19,"NAS, Late Aircraft"
2007,4,27,5,12:04:00,11:35:00,13:29:00,12:50:00,WN,1834,N303SW,85.0,75.0,53.0,39.0,29.0,PIT,PHL,267,9,23,0,,0,0,0,24,0,15,"NAS, Late Aircraft"
2007,4,27,5,20:26:00,17:05:00,22:07:00,18:20:00,WN,2216,N779SW,101.0,75.0,49.0,227.0,201.0,PIT,PHL,267,20,32,0,,0,182,0,26,0,19,"Carrier, NAS, Late Aircraft"
2007,4,27,5,14:31:00,13:20:00,15:43:00,15:05:00,WN,1917,N796SW,252.0,285.0,232.0,38.0,71.0,PIT,PHX,1813,11,9,0,,0,0,0,0,0,38,Late Aircraft
2007,4,27,5,16:55:00,16:15:00,19:04:00,18:35:00,WN,731,N731SA,129.0,140.0,118.0,29.0,40.0,PIT,TPA,873,3,8,0,,0,0,0,0,0,29,Late Aircraft
2007,4,27,5,11:53:00,10:35:00,14:01:00,13:00:00,WN,1081,N242WN,128.0,145.0,113.0,61.0,78.0,TPA,PIT,873,5,10,0,,0,7,0,0,0,54,"Carrier, Late Aircraft"
2007,4,28,6,11:56:00,11:45:00,13:07:00,12:50:00,WN,1917,N788SA,71.0,65.0,43.0,17.0,11.0,PHL,PIT,267,4,24,0,,0,0,0,6,0,11,"NAS, Late Aircraft"
2007,4,28,6,13:36:00,13:30:00,20:59:00,20:20:00,WN,835,N260WN,263.0,230.0,233.0,39.0,6.0,PHX,PIT,1813,7,23,0,,0,3,0,33,0,3,"Carrier, NAS, Late Aircraft"
2007,4,28,6,14:57:00,13:25:00,15:53:00,14:25:00,WN,2520,N797MX,56.0,60.0,41.0,88.0,92.0,PIT,BWI,210,3,12,0,,0,88,0,0,0,0,Carrier
2007,4,28,6,15:44:00,14:55:00,16:56:00,16:05:00,WN,795,N628SW,72.0,70.0,56.0,51.0,49.0,PIT,PHL,267,3,13,0,,0,44,0,2,0,5,"Carrier, NAS, Late Aircraft"
2007,4,29,7,20:23:00,20:00:00,22:41:00,22:15:00,WN,561,N328SW,78.0,75.0,57.0,26.0,23.0,MDW,PIT,402,7,14,0,,0,0,0,3,10,13,"NAS, Security, Late Aircraft"
2007,4,29,7,20:41:00,20:30:00,22:04:00,21:45:00,WN,2570,N222WN,83.0,75.0,45.0,19.0,11.0,PHL,PIT,267,6,32,0,,0,0,0,8,0,11,"NAS, Late Aircraft"
2007,4,29,7,15:01:00,14:55:00,16:20:00,16:05:00,WN,795,N711HK,79.0,70.0,47.0,15.0,6.0,PIT,PHL,267,7,25,0,,0,0,0,9,0,6,"NAS, Late Aircraft"
2007,4,30,1,20:54:00,20:00:00,23:12:00,22:15:00,WN,561,N303SW,78.0,75.0,54.0,57.0,54.0,MDW,PIT,402,5,19,0,,0,0,0,3,0,54,"NAS, Late Aircraft"
2007,4,30,1,14:36:00,14:40:00,17:22:00,16:55:00,WN,848,N726SW,106.0,75.0,70.0,27.0,-4.0,MDW,PIT,402,6,30,0,,0,0,0,27,0,0,NAS
2007,4,30,1,17:49:00,17:20:00,18:11:00,17:45:00,WN,629,N726SW,82.0,85.0,68.0,26.0,29.0,PIT,MDW,402,2,12,0,,0,2,0,0,0,24,"Carrier, Late Aircraft"
2007,4,30,1,11:34:00,11:25:00,12:00:00,11:45:00,WN,1137,N455WN,86.0,80.0,66.0,15.0,9.0,PIT,MDW,402,2,18,0,,0,3,0,6,0,6,"Carrier, NAS, Late Aircraft"
2007,4,1,7,14:48:00,14:15:00,16:16:00,15:54:00,XE,2052,N13929,88.0,99.0,56.0,22.0,33.0,PIT,EWR,319,7,25,0,,0,0,0,7,0,15,"NAS, Late Aircraft"
2007,4,1,7,12:49:00,12:20:00,14:13:00,13:47:00,XE,2209,N13929,84.0,87.0,58.0,26.0,29.0,EWR,PIT,319,5,21,0,,0,26,0,0,0,0,Carrier
2007,4,1,7,18:49:00,18:00:00,20:47:00,19:39:00,XE,2575,N12540,118.0,99.0,71.0,68.0,49.0,EWR,PIT,319,18,29,0,,0,49,0,19,0,0,"Carrier, NAS"
2007,4,1,7,20:35:00,20:00:00,22:10:00,21:43:00,XE,2864,N14952,95.0,103.0,68.0,27.0,35.0,EWR,PIT,319,7,20,0,,0,27,0,0,0,0,Carrier
2007,4,1,7,21:18:00,20:10:00,22:48:00,21:42:00,XE,3005,N12540,90.0,92.0,64.0,66.0,68.0,PIT,EWR,319,9,17,0,,0,0,6,0,0,60,"Weather, Late Aircraft"
2007,4,1,7,17:45:00,17:25:00,20:08:00,19:05:00,XE,3127,N26545,143.0,100.0,72.0,63.0,20.0,PIT,EWR,319,10,61,0,,0,0,0,63,0,0,NAS
2007,4,2,1,15:30:00,14:15:00,17:07:00,15:54:00,XE,2052,N12946,97.0,99.0,74.0,73.0,75.0,PIT,EWR,319,9,14,0,,0,0,0,6,0,67,"NAS, Late Aircraft"
2007,4,2,1,13:41:00,12:20:00,14:59:00,13:47:00,XE,2209,N12946,78.0,87.0,59.0,72.0,81.0,EWR,PIT,319,7,12,0,,0,7,0,0,0,65,"Carrier, Late Aircraft"
2007,4,2,1,17:24:00,15:40:00,18:49:00,17:19:00,XE,2332,N22971,85.0,99.0,63.0,90.0,104.0,PIT,EWR,319,6,16,0,,0,0,0,90,0,0,NAS
2007,4,2,1,11:52:00,08:40:00,13:32:00,10:09:00,XE,2346,N15572,100.0,89.0,71.0,203.0,192.0,PIT,EWR,319,4,25,0,,0,0,0,23,0,180,"NAS, Late Aircraft"
2007,4,2,1,08:30:00,06:30:00,11:15:00,08:10:00,XE,2347,N15572,165.0,100.0,58.0,185.0,120.0,EWR,PIT,319,7,100,0,,0,120,0,65,0,0,"Carrier, NAS"
2007,4,2,1,12:35:00,11:40:00,14:00:00,13:05:00,XE,2511,N11109,85.0,85.0,62.0,55.0,55.0,PIT,EWR,319,14,9,0,,0,0,0,55,0,0,NAS
2007,4,2,1,19:21:00,18:00:00,21:11:00,19:39:00,XE,2575,N22971,110.0,99.0,63.0,92.0,81.0,EWR,PIT,319,8,39,0,,0,0,0,13,0,79,"NAS, Late Aircraft"
2007,4,2,1,14:23:00,13:45:00,15:40:00,15:12:00,XE,2660,N22971,77.0,87.0,58.0,28.0,38.0,EWR,PIT,319,8,11,0,,0,28,0,0,0,0,Carrier
2007,4,2,1,20:32:00,20:00:00,22:06:00,21:43:00,XE,2864,N14930,94.0,103.0,58.0,23.0,32.0,EWR,PIT,319,9,27,0,,0,0,0,0,0,23,Late Aircraft
2007,4,2,1,21:28:00,20:10:00,00:44:00,21:42:00,XE,3005,N22971,196.0,92.0,61.0,182.0,78.0,PIT,EWR,319,7,128,0,,0,0,0,104,0,78,"NAS, Late Aircraft"
2007,4,2,1,18:27:00,15:15:00,19:49:00,16:52:00,XE,3126,N15983,82.0,97.0,59.0,177.0,192.0,EWR,PIT,319,8,15,0,,0,0,35,0,0,142,"Weather, Late Aircraft"
2007,4,3,2,14:39:00,14:15:00,16:38:00,15:59:00,XE,2052,N13929,119.0,104.0,81.0,39.0,24.0,PIT,EWR,319,8,30,0,,0,0,0,15,0,24,"NAS, Late Aircraft"
2007,4,3,2,12:56:00,12:20:00,14:15:00,13:48:00,XE,2209,N13929,79.0,88.0,52.0,27.0,36.0,EWR,PIT,319,6,21,0,,0,2,0,0,0,25,"Carrier, Late Aircraft"
2007,4,3,2,12:09:00,11:50:00,13:58:00,13:18:00,XE,2511,N13124,109.0,88.0,67.0,40.0,19.0,PIT,EWR,319,11,31,0,,0,19,0,21,0,0,"Carrier, NAS"
2007,4,3,2,17:46:00,17:25:00,19:44:00,19:05:00,XE,3127,N13990,118.0,100.0,85.0,39.0,21.0,PIT,EWR,319,13,20,0,,0,21,0,18,0,0,"Carrier, NAS"
2007,4,4,3,18:20:00,17:30:00,21:58:00,21:33:00,XE,2047,N12157,158.0,183.0,139.0,25.0,50.0,IAH,PIT,1117,6,13,0,,0,25,0,0,0,0,Carrier
2007,4,4,3,17:58:00,14:15:00,19:19:00,15:59:00,XE,2052,N12946,81.0,104.0,57.0,200.0,223.0,PIT,EWR,319,6,18,0,,0,0,0,200,0,0,NAS
2007,4,4,3,12:39:00,12:20:00,14:08:00,13:48:00,XE,2209,N12946,89.0,88.0,63.0,20.0,19.0,EWR,PIT,319,5,21,0,,0,2,0,1,0,17,"Carrier, NAS, Late Aircraft"
2007,4,4,3,11:53:00,11:50:00,15:15:00,13:18:00,XE,2511,N14180,202.0,88.0,88.0,117.0,3.0,PIT,EWR,319,6,108,0,,0,0,0,117,0,0,NAS
2007,4,4,3,13:45:00,13:45:00,15:40:00,15:13:00,XE,2660,N14950,115.0,88.0,61.0,27.0,0.0,EWR,PIT,319,31,23,0,,0,0,0,27,0,0,NAS
2007,4,4,3,10:18:00,10:25:00,12:57:00,12:30:00,XE,2908,N16178,219.0,185.0,193.0,27.0,-7.0,PIT,IAH,1117,18,8,0,,0,0,0,27,0,0,NAS
2007,4,4,3,18:12:00,15:15:00,19:48:00,16:54:00,XE,3126,N14993,96.0,99.0,62.0,174.0,177.0,EWR,PIT,319,7,27,0,,0,0,0,17,0,157,"NAS, Late Aircraft"
2007,4,5,4,16:19:00,14:15:00,17:45:00,15:59:00,XE,2052,N13969,86.0,104.0,61.0,106.0,124.0,PIT,EWR,319,11,14,0,,0,0,0,49,0,57,"NAS, Late Aircraft"
2007,4,5,4,13:37:00,12:20:00,14:57:00,13:48:00,XE,2209,N13969,80.0,88.0,61.0,69.0,77.0,EWR,PIT,319,7,12,0,,0,12,0,0,0,57,"Carrier, Late Aircraft"
2007,4,5,4,17:43:00,15:40:00,19:34:00,17:25:00,XE,2332,N12564,111.0,105.0,76.0,129.0,123.0,PIT,EWR,319,6,29,0,,0,0,0,129,0,0,NAS
2007,4,5,4,12:01:00,11:50:00,13:39:00,13:18:00,XE,2511,N13124,98.0,88.0,60.0,21.0,11.0,PIT,EWR,319,7,31,0,,0,0,0,21,0,0,NAS
2007,4,5,4,20:22:00,18:00:00,22:09:00,19:49:00,XE,2575,N15912,107.0,109.0,71.0,140.0,142.0,EWR,PIT,319,8,28,0,,0,28,0,0,0,112,"Carrier, Late Aircraft"
2007,4,5,4,09:46:00,08:15:00,11:22:00,09:53:00,XE,2659,N27152,96.0,98.0,62.0,89.0,91.0,EWR,PIT,319,5,29,0,,0,89,0,0,0,0,Carrier
2007,4,5,4,14:16:00,13:45:00,15:35:00,15:13:00,XE,2660,N12564,79.0,88.0,63.0,22.0,31.0,EWR,PIT,319,5,11,0,,0,4,0,0,0,18,"Carrier, Late Aircraft"
2007,4,5,4,11:47:00,10:25:00,13:52:00,12:30:00,XE,2908,N27152,185.0,185.0,172.0,82.0,82.0,PIT,IAH,1117,3,10,0,,0,0,0,0,0,82,Late Aircraft
2007,4,5,4,22:46:00,20:15:00,00:17:00,21:49:00,XE,3005,N15912,91.0,94.0,62.0,148.0,151.0,PIT,EWR,319,6,23,0,,0,0,0,12,0,136,"NAS, Late Aircraft"
2007,4,6,5,14:58:00,14:15:00,17:09:00,15:59:00,XE,2052,N14947,131.0,104.0,70.0,70.0,43.0,PIT,EWR,319,7,54,0,,0,0,0,48,0,22,"NAS, Late Aircraft"
2007,4,6,5,12:49:00,12:20:00,14:12:00,13:48:00,XE,2209,N14947,83.0,88.0,62.0,24.0,29.0,EWR,PIT,319,8,13,0,,0,24,0,0,0,0,Carrier
2007,4,6,5,16:35:00,15:40:00,19:20:00,17:25:00,XE,2332,N14902,165.0,105.0,89.0,115.0,55.0,PIT,EWR,319,8,68,0,,0,0,0,115,0,0,NAS
2007,4,6,5,11:49:00,11:50:00,13:43:00,13:18:00,XE,2511,N14158,114.0,88.0,84.0,25.0,-1.0,PIT,EWR,319,9,21,0,,0,0,0,25,0,0,NAS
2007,4,6,5,19:52:00,18:00:00,21:13:00,19:49:00,XE,2575,N14902,81.0,109.0,57.0,84.0,112.0,EWR,PIT,319,8,16,0,,0,2,0,0,0,82,"Carrier, Late Aircraft"
2007,4,6,5,09:10:00,06:25:00,10:25:00,07:54:00,XE,2935,N12934,75.0,89.0,55.0,151.0,165.0,PIT,EWR,319,4,16,0,,0,151,0,0,0,0,Carrier
2007,4,6,5,21:37:00,20:15:00,23:30:00,21:49:00,XE,3005,N14902,113.0,94.0,83.0,101.0,82.0,PIT,EWR,319,8,22,0,,0,0,0,19,0,82,"NAS, Late Aircraft"
2007,4,6,5,15:51:00,15:15:00,17:12:00,16:54:00,XE,3126,N13994,81.0,99.0,62.0,18.0,36.0,EWR,PIT,319,8,11,0,,0,3,0,0,0,15,"Carrier, Late Aircraft"
2007,4,6,5,19:13:00,17:25:00,20:54:00,19:05:00,XE,3127,N13994,101.0,100.0,61.0,109.0,108.0,PIT,EWR,319,9,31,0,,0,0,0,109,0,0,NAS
